code;name;street;postal_code;city;manager;chain_name;email
110353;Arco, Radio TV HiFi Video;Via Principala;7031;Laax;Lucas Amigo;SPP - Salt Point Partner;Lucas.Amigo@salt.ch
110359;IT Business Services GmbH;Altgraben;4624;Härkingen;Emir Mustafa;SPP - Salt Point Partner;Emir.Mustafa@salt.ch
110360;mobilit AG;Altgraben;4624;Härkingen;Emir Mustafa;SPP - Salt Point Partner;Emir.Mustafa@salt.ch
110365;Mobilezone AG St. Gallen Zürcherstrasse EKZ;Zürcherstrasse;9015;St. Gallen;Lucas Amigo;MobileZone;Lucas.Amigo@salt.ch
110370;Spider Web GmbH;Bremgarterstrasse;8967;Widen;Besnik Jakupi;SPP - Salt Point Partner;Besnik.Jakupi@salt.ch
110390;go4mobile ag;Stauffacherstrasse;3014;Bern;Emir Mustafa;SPP - Salt Point Partner;Emir.Mustafa@salt.ch
110395;Tech / phone Sàrl;Rue de l’Ecluse;2740;Moutier;Ludovic Girardin;SPP Premium;Ludovic.Girardin@salt.ch
110404;Ticinomedia Sagl;Via del Passetto;6604;Solduno;Gianni Cartolano;SPP Premium;Gianni.Cartolano@salt.ch
110414;Mobilezone SA Payerne;Grand Rue;1530;Payerne;Ludovic Girardin;MobileZone;Ludovic.Girardin@salt.ch
110429;Post CH AG Glattpark (Opfikon);Wright-Strasse;8152;Glattpark (Opfikon);Gianni Cartolano;Schweizerische Post;Gianni.Cartolano@salt.ch
110433;Novatel;Kirchstrasse;8953;Dietikon;Lucas Amigo;SPP - Salt Point Partner;Lucas.Amigo@salt.ch
110440;Mobilezone SA Genève Petit Lancy EKZ;Rte. de Chancy;1213;Petit-Lancy;Ludovic Girardin;MobileZone;Ludovic.Girardin@salt.ch
110464;BR Trade & Consulting GmbH;Sonnenbergweg;3315;Kräiligen;Emir Mustafa;SPP - Salt Point Partner;Emir.Mustafa@salt.ch
110500;Art Computer SA;Place des Ormeaux;1700;Fribourg;Emir Mustafa;SPP - Salt Point Partner;Emir.Mustafa@salt.ch
110501;Art Computer SA;rue de Coutance;1201;Genève;Ludovic Girardin;SPP - Salt Point Partner;Ludovic.Girardin@salt.ch
110502;Art Computer SA;Place Centrale;1003;Lausanne;Ludovic Girardin;SPP - Salt Point Partner;Ludovic.Girardin@salt.ch
110514;NGT New Generation Telecom SA;Rue des Pâquis;1201;Genève;Ludovic Girardin;SPP Premium;Ludovic.Girardin@salt.ch
110536;Digirama AG;Bahnhofstrasse;2540;Grenchen;Ludovic Girardin;SPP - Salt Point Partner;Ludovic.Girardin@salt.ch
110567;Borrini - Multimedia;Hauptstrasse;5314;Kleindöttingen;Besnik Jakupi;SPP - Salt Point Partner;Besnik.Jakupi@salt.ch
110538;Peter Heller TV-Video-Hifi;Seestrasse;6353;Weggis;Besnik Jakupi;SPP - Salt Point Partner;Besnik.Jakupi@salt.ch
110581;Hagen-Gasser GmbH;Chirchhofplatz;8260;Stein am Rhein;Lucas Amigo;SPP - Salt Point Partner;Lucas.Amigo@salt.ch
110556;amritronic GmbH;Bahnhofstrasse;8580;Amriswil;Lucas Amigo;SPP - Salt Point Partner;Lucas.Amigo@salt.ch
110558;Tele-Locher AG;Bahnhofstrasse;8600;Dübendorf;Lucas Amigo;SPP - Salt Point Partner;Lucas.Amigo@salt.ch
110569;Jakob Rüdisüli AG;Burgerfeldstrasse;8730;Uznach;Lucas Amigo;SPP - Salt Point Partner;Lucas.Amigo@salt.ch
110571;Expert Frank GmbH;Riedstrasse;8824;Schönenberg ZH;Lucas Amigo;SPP - Salt Point Partner;Lucas.Amigo@salt.ch
110624;natelo AG Emmenbrücke;Sonnenplatz;6020;Emmenbrücke;Besnik Jakupi;SPP Premium;Besnik.Jakupi@salt.ch
110631;pq-mobile GmbH;Pestalozzistrasse;9400;Rorschach;Lucas Amigo;SPP Premium;Lucas.Amigo@salt.ch
110632;Post CH AG Dübendorf 3 Insiderpark;Ueberlandstrasse;8600;Dübendorf 3 Insiderpark;Gianni Cartolano;Schweizerische Post;Gianni.Cartolano@salt.ch
110633;Post CH AG Bern 1 PostParc;Bogenschützenstrasse;3008;Bern;Emir Mustafa;Schweizerische Post;Emir.Mustafa@salt.ch
110634;MondoMobile di Yankov;Via San Gottardo  ;6943;Vezia;Emir Mustafa;SPP - Salt Point Partner;Emir.Mustafa@salt.ch
110635;SinMédia - Macabrey;Rue des Acacias;2000;Neuchâtel;Emir Mustafa;SPP - Salt Point Partner;Emir.Mustafa@salt.ch
110693;Post CH AG Zug Laubenhof;Metallstrasse;6300;Zug;Besnik Jakupi;Schweizerische Post;Besnik.Jakupi@salt.ch
110713;TKS TELECOM Bühler Stephan;Inwilstrasse;6274;Eschenbach LU;Besnik Jakupi;SPP - Salt Point Partner;Besnik.Jakupi@salt.ch
110714;Handyapotheke Mogulan Peethamparam;Schmiedgasse;6460;Altdorf UR;Emir Mustafa;SPP - Salt Point Partner;Emir.Mustafa@salt.ch
110715;codename AG;Uraniastrasse;8001;Zürich;Lucas Amigo;SPP Premium;Lucas.Amigo@salt.ch
110725;Euro Computer Ramesch GmbH;Bahnhofstrasse;5000;Aarau;Besnik Jakupi;SPP - Salt Point Partner;Besnik.Jakupi@salt.ch
110767;LAS - Julien Chanrion - 110767;Rue du Caudray;1020;Renens;Uwe Raulf;Customer Care B2B;Uwe.Raulf@salt.ch
110771;BLS - Benjamin Mottet - 110771;Rue du Caudray;1020;Renens;Uwe Raulf;B2B DSF KAM & SME;Uwe.Raulf@salt.ch
110778;AMES Nord-Central 2;Alexander-Schoni Strasse;2503;Biel;Stephan Müller;Customer Care B2B;Julien.Chanrion@salt.ch
110787;LAS - Eneas Vargas - 110787;Alexander-Schoni Strasse;2503;Biel;Arsenios Montsenigos;Customer Care B2B;Julien.Chanrion@salt.ch
110789;AMES 18;Alexander-Schoni Strasse;2503;Biel;Stephan Müller;Customer Care B2B;Julien.Chanrion@salt.ch
110790;AMES 19;Alexander-Schoni Strasse;2503;Biel;Stephan Müller;Customer Care B2B;Julien.Chanrion@salt.ch
110806;LAS - Filomena Cariola - 110806;Hardturmstrasse;8005;Zurich;Christian Aveni;Customer Care B2B;Christian.Aveni@salt.ch
110815;SBS - Sabrina Romano - 110815;Hardturmstrasse;8005;Zurich;Christian Aveni;Customer Care B2B;Christian.Aveni@salt.ch
110816;AM - Raphael Widmer - 110816;Hardturmstrasse;8005;Zurich;Christian Aveni;B2B DSF KAM & SME;Christian.Aveni@salt.ch
110830;S-Telekommunikation by Sinisa Gazic;Freiestrasse;8610;Uster;Lucas Amigo;SPP - Salt Point Partner;Lucas.Amigo@salt.ch
110837;Jamois Felicity;Industriestrasse;4542;Luterbach;Emir Mustafa;SPP - Salt Point Partner;Emir.Mustafa@salt.ch
110866;Swiss Mobile GmbH;Bahnhofstrasse;8600;Dübendorf;Lucas Amigo;SPP Premium;Lucas.Amigo@salt.ch
110922;Mobilezone AG Luzern Bahnhof EKZ;Zentralstrasse;6002;Luzern;Besnik Jakupi;MobileZone;Besnik.Jakupi@salt.ch
110925;Uneltech Electronic AG;Im Schörli;8600;Dübendorf;Lucas Amigo;SPP - Salt Point Partner;Lucas.Amigo@salt.ch
110927;XtremPhone Sàrl;Rue de la Léchère;1630;Bulle;Emir Mustafa;SPP Premium;Emir.Mustafa@salt.ch
110932;Handyshop Swiss;Landstrasse;5430;Wettingen;Besnik Jakupi;SPP Premium;Besnik.Jakupi@salt.ch
110958;Phonext di Rizza Luigi e Gian Franco;Via Carvina;6807;Taverne;Gianni Cartolano;SPP - Salt Point Partner;Gianni.Cartolano@salt.ch
110960;AST SWISS AG;Fuchswinkelstrasse;8718;Schänis;Lucas Amigo;SPP - Salt Point Partner;Lucas.Amigo@salt.ch
110968;Colarelli Sàrl;Rue de Bâle;1201;Genève;Ludovic Girardin;SPP - Salt Point Partner;Ludovic.Girardin@salt.ch
110971;GRAU Electricité SA;Avenue de l'Industrie;1870;Monthey;Ludovic Girardin;SPP - Salt Point Partner;Ludovic.Girardin@salt.ch
110981;XperPhone Sàrl;Avenue Général-Guisan;1800;Vevey;Ludovic Girardin;SPP - Salt Point Partner;Ludovic.Girardin@salt.ch
111005;iHelper GmbH;Bernstrasse;4852;Rothrist;Besnik Jakupi;SPP - Salt Point Partner;Besnik.Jakupi@salt.ch
111013;Data Quest AG - Corporate Business Unit;Seidenstrasse;8304;Wallisellen;Lucas Amigo;SPP - Salt Point Partner;Lucas.Amigo@salt.ch
111017;Mobile Einsiedeln ag;Hauptstrasse;8840;Einsiedeln;Lucas Amigo;SPP Premium;Lucas.Amigo@salt.ch
111021;Speed Reparation Margjoni;Grand'Rue;2108;Couvet;Ludovic Girardin;SPP - Salt Point Partner;Ludovic.Girardin@salt.ch
111074;Post CH AG Zürich 25 Urania;Uraniastrasse;8001;Zürich;Gianni Cartolano;Schweizerische Post;Gianni.Cartolano@salt.ch
111095;Xinnomix GmbH;Seewydenstrasse;9403;Goldach;Lucas Amigo;SPP - Salt Point Partner;Lucas.Amigo@salt.ch
111108;iT-SPOT GmbH;Zürcherstrasse;8952;Schlieren;Lucas Amigo;SPP - Salt Point Partner;Lucas.Amigo@salt.ch
111127;mobile4business AG;Tempelstrasse;3608;Thun;Emir Mustafa;SPP - Salt Point Partner;Emir.Mustafa@salt.ch
111275;WALFRA Computer GmbH;Haupstrasse;6280;Hochdorf;Besnik Jakupi;SPP - Salt Point Partner;Besnik.Jakupi@salt.ch
111294;éco-phone, Solav Omar;Rue Centrale;1880;Bex;Ludovic Girardin;SPP - Salt Point Partner;Ludovic.Girardin@salt.ch
111296;natelo AG Muri;Aarauerstrasse;5630;Muri;Besnik Jakupi;SPP Premium;Besnik.Jakupi@salt.ch
111314;VoipTel Service Sagl;Via San Salvatore;6900;Paradiso;Emir Mustafa;SPP - Salt Point Partner;Emir.Mustafa@salt.ch
111316;AD Tech Sagl;Via Pioda;6900;Lugano;Gianni Cartolano;SPP Premium;Gianni.Cartolano@salt.ch
111320;Gega Phone GmbH;Hauptstrasse;5316;Leuggern;Besnik Jakupi;SPP - Salt Point Partner;Besnik.Jakupi@salt.ch
111324;Hellocom AG;Trichtenhauser Strasse;8125;Zollikerberg;Lucas Amigo;SPP - Salt Point Partner;Lucas.Amigo@salt.ch
111328;Chexter GmbH;Schlosswiese;8547;Gachnang;Lucas Amigo;SPP Premium;Lucas.Amigo@salt.ch
111338;Win-Lux GmbH;Säge;7233;Jenaz;Lucas Amigo;SPP - Salt Point Partner;Lucas.Amigo@salt.ch
111340;Fair-Repair Malo;Steinhölzlistrasse;4563;Gerlafingen;Ludovic Girardin;SPP - Salt Point Partner;Ludovic.Girardin@salt.ch
111341;DÄLLENBACH Kommunikations- und Veranstaltungstechnik GmbH;alter Postweg;8475;Ossingen;Lucas Amigo;SPP - Salt Point Partner;Lucas.Amigo@salt.ch
111350;Maurer AG Multimedia Sound Vision;Holzikerstrasse;5040;Schöftland;Besnik Jakupi;SPP - Salt Point Partner;Besnik.Jakupi@salt.ch
111351;PhoneStore Communications GmbH Baar;Bahnhofstrasse;6340;Baar;Lucas Amigo;SPP Premium;Lucas.Amigo@salt.ch
114754;Clar IT Service GmbH;Rathausgasse;4800;Zofingen;Besnik Jakupi;SPP - Salt Point Partner;Besnik.Jakupi@salt.ch
114762;Data Quest AG;Mall of Switzerland, Ebisquare-Strasse;6030;Ebikon;Besnik Jakupi;SPP - Salt Point Partner;Besnik.Jakupi@salt.ch
114772;T.A Mobile Stambolija;Gerliswilstrasse;6020;Emmenbrücke;Besnik Jakupi;SPP - Salt Point Partner;Besnik.Jakupi@salt.ch
114781;Valora Schweiz AG;Hofackerstrasse;4132;Muttenz;Besnik Jakupi;Valora;Besnik.Jakupi@salt.ch
114783;Giuseppe Vaccarella z.Hd. DDM Group;Via Rivercegno;6616;Losone;Emir Mustafa;SPP - Salt Point Partner;Emir.Mustafa@salt.ch
114784;TCL Telecom Center Lugano Sagl;Via Gismonda;6850;Mendrisio;Gianni Cartolano;SPP Premium;Gianni.Cartolano@salt.ch
114785;Globali Mobile GmbH;Webergasse;4058;Basel;Emir Mustafa;SPP - Salt Point Partner;Emir.Mustafa@salt.ch
114787;Mobilezone AG Zürich Shopville Hauptbahnhof EKZ;Bahnhofpassage;8001;Zürich;Gianni Cartolano;MobileZone;Gianni.Cartolano@salt.ch
114788;Mobilezone AG Ebikon Mall of Switzerland EKZ;Ebisquare-Strasse;6030;Ebikon;Besnik Jakupi;MobileZone;Besnik.Jakupi@salt.ch
114789;Phone Style di Luisito Capra;Corso Bello;6850;Mendrisio;Gianni Cartolano;SPP Premium;Gianni.Cartolano@salt.ch
114793;Mobilezone AG Centre Manor Monthey;Avenue de l’Europe;1870;Monthey;Ludovic Girardin;MobileZone;Ludovic.Girardin@salt.ch
114797;Handy Shop Emmen GmbH;Meiliplatz;6032;Emmen;Besnik Jakupi;SPP - Salt Point Partner;Besnik.Jakupi@salt.ch
114798;natelo AG Küssnacht;Bahnhofstrasse;6403;Küssnacht am Rigi;Besnik Jakupi;SPP Premium;Besnik.Jakupi@salt.ch
114800;PhoneStore Communications GmbH Einsiedeln;Migros Center, Eisenbahnstrasse;8840;Einsiedeln;Lucas Amigo;SPP Premium;Lucas.Amigo@salt.ch
114805;Mobilezone AG Risch-Rotkreuz;Suurstoffi;6343;Rotkreuz;Besnik Jakupi;MobileZone;Besnik.Jakupi@salt.ch
114823;Arena Tech AG;Stradun;7550;Scuol;Lucas Amigo;SPP - Salt Point Partner;Lucas.Amigo@salt.ch
114824;alao AG;Kreuzstrasse;8008;Zürich;Emir Mustafa;SPP Premium;Emir.Mustafa@salt.ch
114825;Roner & Partner Scrl;Davo Röven;7530;Zernez;Lucas Amigo;SPP - Salt Point Partner;Lucas.Amigo@salt.ch
10610;Direct Sales Internal;Rue du Caudray;1020;Renens;Lars Keller;Direct Sales;Lars.Keller@salt.ch
10616;Direct Sales Internal;Rue du Caudray;1020;Renens;Lars Keller;Direct Sales;Lars.Keller@salt.ch
10617;Direct Sales Internal;Rue du Caudray;1020;Renens;Lars Keller;Direct Sales;Lars.Keller@salt.ch
10618;Direct Sales Internal;Rue du Caudray;1020;Renens;Lars Keller;Direct Sales;Lars.Keller@salt.ch
10619;Direct Sales Internal;Rue du Caudray;1020;Renens;Lars Keller;Direct Sales;Lars.Keller@salt.ch
10620;Direct Sales External;Rue du Caudray;1020;Renens;Lars Keller;Direct Sales;Lars.Keller@salt.ch
10621;Direct Sales External;Rue du Caudray;1020;Renens;Lars Keller;Direct Sales;Lars.Keller@salt.ch
10622;Direct Sales External;Rue du Caudray;1020;Renens;Lars Keller;Direct Sales;Lars.Keller@salt.ch
10623;Direct Sales External;Rue du Caudray;1020;Renens;Lars Keller;Direct Sales;Lars.Keller@salt.ch
10624;Direct Sales External;Rue du Caudray;1020;Renens;Lars Keller;Direct Sales;Lars.Keller@salt.ch
10625;Direct Sales External;Rue du Caudray;1020;Renens;Lars Keller;Direct Sales;Lars.Keller@salt.ch
10626;Direct Sales External;Rue du Caudray;1020;Renens;Lars Keller;Direct Sales;Lars.Keller@salt.ch
10627;Direct Sales External;Rue du Caudray;1020;Renens;Lars Keller;Direct Sales;Lars.Keller@salt.ch
10628;Direct Sales External;Rue du Caudray;1020;Renens;Lars Keller;Direct Sales;Lars.Keller@salt.ch
10629;Direct Sales External;Rue du Caudray;1020;Renens;Lars Keller;Direct Sales;Lars.Keller@salt.ch
114834;BLS - Jonathan Gaillard - 114834;Hardturmstrasse;8005;Zürich;Christian Aveni;B2B DSF KAM & SME;Christian.Aveni@salt.ch
114835;AM - Sylvain Mento - 114835;Hardturmstrasse;8005;Zürich;Christian Aveni;B2B DSF KAM & SME;Christian.Aveni@salt.ch
114836;AM - Patrik Dettling - 114836;Hardturmstrasse;8005;Zürich;Christian Aveni;B2B DSF KAM & SME;Christian.Aveni@salt.ch
114837;AM - Ismail Yücel - 114837;Hardturmstrasse;8005;Zürich;Christian Aveni;B2B DSF KAM & SME;Christian.Aveni@salt.ch
114839;AM - Rodolphe Adam - 114839;Hardturmstrasse;8005;Zürich;Christian Aveni;B2B DSF KAM & SME;Christian.Aveni@salt.ch
114840;New B2B DSF;Hardturmstrasse;8005;Zürich;Christian Aveni;B2B DSF KAM & SME;Christian.Aveni@salt.ch
114841;New B2B DSF;Hardturmstrasse;8005;Zürich;Christian Aveni;B2B DSF KAM & SME;Christian.Aveni@salt.ch
114842;New B2B DSF;Hardturmstrasse;8005;Zürich;Christian Aveni;B2B DSF KAM & SME;Christian.Aveni@salt.ch
114843;Mobile World ZH GmbH;Schaffhauserstrasse;8052;Zürich;Lucas Amigo;SPP Premium;Lucas.Amigo@salt.ch
114845;Mobilezone AG (BEA);Suurstoffi;6343;Rotkreuz;Emir Mustafa;MobileZone;Emir.Mustafa@salt.ch
114847;Moovie Mura Swiss Technology;Via dei Faggi;6912;Pazzallo;Gianni Cartolano;SPP Premium;Gianni.Cartolano@salt.ch
114848;Revendo AG;Güterstrasse;4053;Basel;Emir Mustafa;SPP Premium;Emir.Mustafa@salt.ch
114854;4G Consulting & Communications SA - 114854;Via Linoleum;6512;Giubiasco;Bektas Atilgan;B2B Partner for SME;martin.keller2@salt.ch
114855;MULTITEL SA;Route de Denges;1027;Lonay;Ludovic Girardin;SPP Premium;Ludovic.Girardin@salt.ch
114856;Multitel Genève Sàrl;Boulevard Carl-Vogt;1205;Genève;Ludovic Girardin;SPP Premium;Ludovic.Girardin@salt.ch
114857;Multitel Rolle Sàrl;Grand-Rue;1180;Rolle;Ludovic Girardin;SPP Premium;Ludovic.Girardin@salt.ch
114858;Multitel Morges;Grand-Rue;1110;Morges;Ludovic Girardin;SPP Premium;Ludovic.Girardin@salt.ch
114859;Privatel SA Lonay;Route de Denges;1027;Lonay;Ludovic Girardin;SPP Premium;Ludovic.Girardin@salt.ch
114860;Privatel SA Renens;Rue de la Mèbre;1020;Renens;Ludovic Girardin;SPP Premium;Ludovic.Girardin@salt.ch
114861;MULTITEL SA;Route de Denges;1027;Lonay;Bektas Atilgan;B2B Partner for SME;martin.keller2@salt.ch
114862;Multitel Genève Sàrl;Boulevard Carl-Vogt;1205;Genève;Bektas Atilgan;B2B Partner for SME;martin.keller2@salt.ch
114863;Multitel Rolle Sàrl;Grand-Rue;1180;Rolle;Bektas Atilgan;B2B Partner for SME;martin.keller2@salt.ch
114864;Multitel Morges;Grand-Rue;1110;Morges;Bektas Atilgan;B2B Partner for SME;martin.keller2@salt.ch
114865;Privatel SA Lonay;Route de Denges;1027;Lonay;Bektas Atilgan;B2B Partner for SME;martin.keller2@salt.ch
114866;Privatel SA Renens;Rue de la Mèbre;1020;Renens;Bektas Atilgan;B2B Partner for SME;martin.keller2@salt.ch
114868;Lidl Schweiz DL AG;Dunantstrasse;8570;Weinfelden;Martin Keller;Lidl;martin.keller2@salt.ch
114872;Finance Assurances Solutions Sàrl;Chemin de la Gravière;1225;Chêne-Bourg;Ludovic Girardin;SPP Premium;Ludovic.Girardin@salt.ch
114873;Vitanovacom GmbH;Grafenaustrasse;6300;Zug;Bektas Atilgan;B2B Partner for SME;martin.keller2@salt.ch
114880;CableIT J. Tester;Zwiedenstrasse;4435;Niederdorf;Emir Mustafa;SPP - Salt Point Partner;Emir.Mustafa@salt.ch
114881;Handy & Tablet Service Piskin;Bahnhofstrasse;6423;Seewen SZ;Gianni Cartolano;SPP - Salt Point Partner;Gianni.Cartolano@salt.ch
114882;PHONE GARAGE DI MIRKO CONCONI;Via Cantonale;6805;Mezzovico;Gianni Cartolano;SPP - Salt Point Partner;Gianni.Cartolano@salt.ch
114883;my connect GmbH - 114883;Zürcherstrasse;8620;Wetzikon;Bektas Atilgan;B2B Partner for SME;martin.keller2@salt.ch
114888;Schaefer AG - 114888;Limmatstrasse;8005;Zürich;Bektas Atilgan;B2B Partner for SME;martin.keller2@salt.ch
114890;SAVOY SA;Chemin de la Marbrerie;1227;Carouge;Ludovic Girardin;SPP Premium;Ludovic.Girardin@salt.ch
114899;DG-Spot GmbH;Neue Fossertstrasse;8952;Schlieren;Gianni Cartolano;SPP - Salt Point Partner;Gianni.Cartolano@salt.ch
114903;Lidl Telesales (TPLDE);Rue du Caudray;1020;Renens;Martin Keller;Lidl;martin.keller2@salt.ch
114904;Lidl Telesales (TPLFR);Rue du Caudray;1020;Renens;Martin Keller;Lidl;martin.keller2@salt.ch
114917;tip top natel Sagl;Via Valle Maggia;6600;Locarno;Gianni Cartolano;SPP Premium;Gianni.Cartolano@salt.ch
114927;GRAU Electricité SA;Rue Colomb;1860;Aigle;Ludovic Girardin;SPP - Salt Point Partner;Ludovic.Girardin@salt.ch
114928;FTH Services SA;Route de Neuchâtel;1032;Romanel-sur-Lausanne;Ludovic Girardin;SPP Premium;Ludovic.Girardin@salt.ch
114930;Missiliez SA;Avenue de la Plantaud;1870;Monthey;Bektas Atilgan;B2B Partner for SME;martin.keller2@salt.ch
114935;AD Tech Sagl - 114935;Via Pioda;6900;Lugano;Bektas Atilgan;B2B Partner for SME;martin.keller2@salt.ch
114936;Centre Natel Emery Sàrl - 114936;Rue de la Bourgeoisie;1950;Sion;Bektas Atilgan;B2B Partner for SME;martin.keller2@salt.ch
114937;Mobilezone AG Wattwil;Bahnhofstrasse;9630;Wattwil;Lucas Amigo;MobileZone;Lucas.Amigo@salt.ch
114938;Tele-Consulting by Arzu Girti - 114938;Dorfstrasse;8424;Embrach;Bektas Atilgan;B2B Partner for SME;martin.keller2@salt.ch
114939;Ing. Carlo Bosia SA - 114939;Via Beltramina;6900;Lugano;Bektas Atilgan;B2B Partner for SME;martin.keller2@salt.ch
114942;Mobilezone AG (Zuger Messe);Suurstoffi;6343;Rotkreuz;Besnik Jakupi;MobileZone;Besnik.Jakupi@salt.ch
114944;Pepe-Neuhaus Sàrl - 114944;Route du Crochet;1762;Givisiez;Bektas Atilgan;B2B Partner for SME;martin.keller2@salt.ch
114947;FMT Swiss Marketing Sàrl;Rue Eugène-Marziano;1227;Les Acacias;Ludovic Girardin;SPP Premium;Ludovic.Girardin@salt.ch
114954;AMS All Mobile Service AG;Technikumstrasse;8400;Winterthur;Bektas Atilgan;B2B Partner for SME;martin.keller2@salt.ch
114955;Mobilezone AG Zürich Shopville 2;Halle Löwenstrasse;8001;Zürich;Gianni Cartolano;MobileZone;Gianni.Cartolano@salt.ch
114966;Technoware Sàrl - 114966;Place de la Gare;2900;Porrentruy;Bektas Atilgan;B2B Partner for SME;martin.keller2@salt.ch
114968;Magicom SA - 114968;Rue Paul-Bouchet;1201;Genève;Bektas Atilgan;B2B Partner for SME;martin.keller2@salt.ch
114969;deinabo Online;Sonnenplatz;6020;Emmenbrücke;Besnik Jakupi;SPP Premium;Besnik.Jakupi@salt.ch
114972;SPS Swiss Plus Solution SA - 114972;Via al Forte;6900;Lugano;Bektas Atilgan;B2B Partner for SME;martin.keller2@salt.ch
114975;natelo.ch Online;Sonnenplatz;6020;Emmenbrücke;Besnik Jakupi;SPP Premium;Besnik.Jakupi@salt.ch
114976;Auratel AG - 114976;Steinhaldenstrasse;8954;Geroldswil;Bektas Atilgan;B2B Partner for SME;martin.keller2@salt.ch
114980;Crusader Sagl;Via Mondonico;6982;Agno;Gianni Cartolano;SPP Premium;Gianni.Cartolano@salt.ch
114985;Mobilezone SA Genève Rive;Rue de Rive;1204;Genève;Ludovic Girardin;MobileZone;Ludovic.Girardin@salt.ch
114992;Xenis AG - 114992;Alte Landstrasse;8700;Küsnacht;Bektas Atilgan;B2B Partner for SME;martin.keller2@salt.ch
115010;MULTITEL SA *390*;Route de Denges;1027;Lonay;Bektas Atilgan;B2B Partner for Large;martin.keller2@salt.ch
115011;Multitel Genève Sàrl *390*;Boulevard Carl-Vogt;1205;Genève;Bektas Atilgan;B2B Partner for Large;martin.keller2@salt.ch
115012;Multitel Rolle Sàrl *390*;Grand-Rue;1180;Rolle;Bektas Atilgan;B2B Partner for Large;martin.keller2@salt.ch
115013;Multitel Morges *390*;Grand-Rue;1110;Morges;Bektas Atilgan;B2B Partner for Large;martin.keller2@salt.ch
115014;Privatel SA Lonay *390*;Route de Denges;1027;Lonay;Bektas Atilgan;B2B Partner for Large;martin.keller2@salt.ch
115015;Privatel SA Renens *390*;Rue de la Mèbre;1020;Renens;Bektas Atilgan;B2B Partner for Large;martin.keller2@salt.ch
115016;4G Consulting & Communications SA *390* - 115016;Via Linoleum;6512;Giubiasco;Bektas Atilgan;B2B Partner for Large;martin.keller2@salt.ch
115017;Vitanovacom GmbH *390*;Grafenaustrasse;6300;Zug;Bektas Atilgan;B2B Partner for Large;martin.keller2@salt.ch
115018;my connect GmbH *390* - 115018;Zürcherstrasse;8620;Wetzikon;Bektas Atilgan;B2B Partner for Large;martin.keller2@salt.ch
115019;Schaefer AG *390* - 115019;Limmatstrasse;8005;Zürich;Bektas Atilgan;B2B Partner for Large;martin.keller2@salt.ch
115028;AMS All Mobile Service AG *390*;Technikumstrasse 59;8400;Winterthur;Bektas Atilgan;B2B Partner for Large;martin.keller2@salt.ch
115032;Auratel AG *390* - 115032;Steinhaldenstrasse;8954;Geroldswil;Bektas Atilgan;B2B Partner for Large;martin.keller2@salt.ch
115034;mobilezone ag *390* - 115034;Suurstoffi;6343;Rotkreuz;Bektas Atilgan;B2B Partner for Large;martin.keller2@salt.ch
115035;Mobilezone AG Wilderswil;Aegertiweg;3812;Wilderswil;Emir Mustafa;MobileZone;Emir.Mustafa@salt.ch
115041;Didico AG;General-Wille-Strasse;8706;Meilen;Lucas Amigo;SPP Premium;Lucas.Amigo@salt.ch
115048;Art Computer SA;Via Cattedrale;6900;Lugano;Gianni Cartolano;SPP - Salt Point Partner;Gianni.Cartolano@salt.ch
115050;PhoneStore Communications GmbH Schlieren;Güterstrasse;8952;Schlieren;Lucas Amigo;SPP Premium;Lucas.Amigo@salt.ch
10401;Trade Fair East;Hardturmstrasse;8005;Zürich;Lars Keller;Direct Sales;Lars.Keller@salt.ch
10402;Trade Fair Central;Hardturmstrasse;8005;Zürich;Lars Keller;Direct Sales;Lars.Keller@salt.ch
10403;Trade Fair West;Hardturmstrasse;8005;Zürich;Lars Keller;Direct Sales;Lars.Keller@salt.ch
115080;Allo Group Switzerland Sàrl;Avenue Sainte-Cécile;1217;Meyrin;Ludovic Girardin;SPP Premium;Ludovic.Girardin@salt.ch
115081;Perlini Mobile;Landstrasse;5275;Etzgen;Bektas Atilgan;B2B Partner for SME;martin.keller2@salt.ch
115086;Padcom AG;Hubstrasse;9500;Wil SG;Bektas Atilgan;B2B Partner for SME;martin.keller2@salt.ch
115087;MSS Consulting Marcello Stellato;Brunnenmattstrasse;8953;Dietikon;Bektas Atilgan;B2B Partner for SME;martin.keller2@salt.ch
115088;Mobilezone AG Inhouse Sales;Suurstoffi;6343;Rotkreuz;Besnik Jakupi;MobileZone;Besnik.Jakupi@salt.ch
115089;EWA Energie Wasser Aarberg AG;Stadtplatz;3270;Aarberg;Emir Mustafa;SPP Premium;Emir.Mustafa@salt.ch
115091;SKAM – Anthony Bollhalder – 115091;Hardturmstrasse;8005;Zürich;Patrick Bollhalder;B2B DSF KAM & SME;Julien.Chanrion@salt.ch
115093;SKAM – Bahadir Candan – 115093;Hardturmstrasse;8005;Zürich;Patrick Bollhalder;B2B DSF KAM & SME;Julien.Chanrion@salt.ch
115094;SKAM – Massimo Insalata – 115094;Hardturmstrasse;8005;Zürich;Patrick Bollhalder;B2B DSF KAM & SME;Julien.Chanrion@salt.ch
115095;PAM – Fikret Aydin – 115095;Hardturmstrasse;8005;Zürich;Christian Aveni;B2B DSF KAM & SME;Christian.Aveni@salt.ch
115096;KAM – Vladimir Petkovic – 115096;Hardturmstrasse;8005;Zürich;Patrick Bollhalder;B2B DSF KAM & SME;Julien.Chanrion@salt.ch
